name,description,category,status,failure_reason,year,source
Innodia,Bio-Pharm|Health Care|Medical,Bio-Pharm|Health Care|Medical,failed,,,crunchbase
Innovative Silicon,Semiconductors,Semiconductors,failed,,2002-01-01,crunchbase
Inovio Pharmaceuticals,Biotechnology,Biotechnology,failed,,1983-01-01,crunchbase
InPlace,Advertising,Advertising,failed,,,crunchbase
Inporia,E-Commerce|Machine Learning,E-Commerce|Machine Learning,failed,,2011-02-01,crunchbase
Insectigen,Biotechnology|Manufacturing,Biotechnology|Manufacturing,failed,,,crunchbase
Insevo,Infrastructure,Infrastructure,failed,,,crunchbase
InsideAxisâ„¢,Contact Management|Lead Generation|SaaS|Software,Contact Management|Lead Generation|SaaS|Software,failed,,2009-08-31,crunchbase
Insightfulinc,Enterprise Search|Networking|Social Media,Enterprise Search|Networking|Social Media,failed,,2013-11-22,crunchbase
InsightRX,Health Care|Mobile Health|Predictive Analytics,Health Care|Mobile Health|Predictive Analytics,failed,,2015-01-01,crunchbase
Inspired Technologies,Health Care,Health Care,failed,,,crunchbase
InstaEDU,Education|Tutoring,Education|Tutoring,failed,,2011-11-01,crunchbase
Instagarage,Curated Web|Gift Card,Curated Web|Gift Card,failed,,2007-05-07,crunchbase
InstantMarketing,Business Services,Business Services,failed,,,crunchbase
InstantQ,Advertising,Advertising,failed,,2009-05-01,crunchbase
Integrated Dental Holdings,Dental|Medical|Services,Dental|Medical|Services,failed,,,crunchbase
Integrated Systems Inc.,Service Providers|Services|Software,Service Providers|Services|Software,failed,,1981-01-01,crunchbase
Integrian,Manufacturing|Mobile|Video,Manufacturing|Mobile|Video,failed,,,crunchbase
Integrity IT Solutions,Enterprise Software,Enterprise Software,failed,,,crunchbase
IntelliRisk Management,Business Services|Customer Service|Risk Management,Business Services|Customer Service|Risk Management,failed,,,crunchbase
Intellisense,Business Services|Mobile|Software|Telecommunications|Training|Web Hosting,Business Services|Mobile|Software|Telecommunications|Training|Web Hosting,failed,,2009-01-01,crunchbase
Interactive Mobile Advertising,Advertising,Advertising,failed,,2010-01-01,crunchbase
InterMed Discovery,Clean Technology,Clean Technology,failed,,2006-01-01,crunchbase
International Battery,Clean Technology,Clean Technology,failed,,2008-01-01,crunchbase
International Partnership For Microbicides,Non Profit|Pharmaceuticals,Non Profit|Pharmaceuticals,failed,,2002-01-01,crunchbase
Internet Motors Corp.,Automotive|SaaS|Services,Automotive|SaaS|Services,failed,,,crunchbase
Internet Pawn,Finance|FinTech,Finance|FinTech,failed,,2009-01-01,crunchbase
Internet REIT,Web Hosting,Web Hosting,failed,,,crunchbase
interspireSubmit,Advertising|SEO,Advertising|SEO,failed,,2010-04-01,crunchbase
IntroBridge,iPhone|Location Based Services|Mobile|Networking|Social Media|Web Tools,iPhone|Location Based Services|Mobile|Networking|Social Media|Web Tools,failed,,2009-09-01,crunchbase
IntroFly,Curated Web|Employment|Networking|Social Media|Startups,Curated Web|Employment|Networking|Social Media|Startups,failed,,2011-06-01,crunchbase
IntroNiche,Advertising|Sales and Marketing,Advertising|Sales and Marketing,failed,,2007-12-14,crunchbase
Inuvo,Advertising|Search|Technology,Advertising|Search|Technology,failed,,2009-08-01,crunchbase
Inveni,Curated Web|Personalization,Curated Web|Personalization,failed,,2008-12-01,crunchbase
Investable Loans,Finance|Financial Services|Investment Management,Finance|Financial Services|Investment Management,failed,,2015-01-09,crunchbase
Investopresto,Finance|FinTech,Finance|FinTech,failed,,,crunchbase
Investor Broadcast Network,Broadcasting,Broadcasting,failed,,,crunchbase
Invibox,App Stores|Email|Enterprise Software|Productivity Software|SaaS,App Stores|Email|Enterprise Software|Productivity Software|SaaS,failed,,2013-04-04,crunchbase
Invicta Networks,Public Relations,Public Relations,failed,,1999-01-01,crunchbase
"Invigorate Now, Inc.",Dietary Supplements|Life Sciences|Nutrition,Dietary Supplements|Life Sciences|Nutrition,failed,,2011-07-05,crunchbase
InVisioneer,Design|New Product Development|Product Design,Design|New Product Development|Product Design,failed,,2012-01-01,crunchbase
InVivo Therapeutics,Biotechnology,Biotechnology,failed,,,crunchbase
Involver,Facebook Applications|Social Media Marketing|Social Network Media|Software,Facebook Applications|Social Media Marketing|Social Network Media|Software,failed,,2007-01-01,crunchbase
IonLogix Systems,Software|VoIP,Software|VoIP,failed,,2007-12-11,crunchbase
"IOTAS, Inc.",Internet of Things,Internet of Things,failed,,2014-03-31,crunchbase
iPG Maxx Entertainment India (P) Ltd,Entertainment|Film|Film Distribution|Film Production,Entertainment|Film|Film Distribution|Film Production,failed,,2014-04-07,crunchbase
IPLSHOP Brasil,E-Commerce|Health and Wellness|Mobile|Multi-level Marketing,E-Commerce|Health and Wellness|Mobile|Multi-level Marketing,failed,,2013-08-01,crunchbase
IPNet Solutions,Data Centers|Data Visualization|Services,Data Centers|Data Visualization|Services,failed,,,crunchbase
iPower Technologies,Computers|Information Technology|Networking,Computers|Information Technology|Networking,failed,,,crunchbase
IPPLEX,Collaboration|Health Care Information Technology|Software|Telecommunications|Video Chat|Video Conferencing,Collaboration|Health Care Information Technology|Software|Telecommunications|Video Chat|Video Conferencing,failed,,2006-01-01,crunchbase
iPractice Group,Biotechnology,Biotechnology,failed,,2009-01-01,crunchbase
"IQTaxi, Inc.",Services|Software|Taxis|Wireless,Services|Software|Taxis|Wireless,failed,,2013-01-01,crunchbase
IRL Connect,Location Based Services|Social Media|Social Network Media|Software,Location Based Services|Social Media|Social Network Media|Software,failed,,2008-04-09,crunchbase
IRLYNX,Electronics,Electronics,failed,,,crunchbase
IronCurtain Entertainment,Business Services|FreetoPlay Gaming|Game|Games,Business Services|FreetoPlay Gaming|Game|Games,failed,,2010-01-01,crunchbase
IS Pharma,Biotechnology,Biotechnology,failed,,,crunchbase
iScience Surgical,Biotechnology,Biotechnology,failed,,,crunchbase
Iscopia Software,Electronic Health Records|Human Resources|Recruiting|Software,Electronic Health Records|Human Resources|Recruiting|Software,failed,,1993-01-01,crunchbase
ishBowl,Digital Signage|Sports,Digital Signage|Sports,failed,,2012-01-01,crunchbase
Isis Biopolymer,Biotechnology,Biotechnology,failed,,,crunchbase
iSites,Hardware + Software,Hardware + Software,failed,,,crunchbase
ISpottedYou.com,Curated Web,Curated Web,failed,,,crunchbase
iSquare,Online Rental|Software,Online Rental|Software,failed,,2007-09-02,crunchbase
ISVWorld,Market Research|Software,Market Research|Software,failed,,2010-01-01,crunchbase
iSyndica,Enterprise Software,Enterprise Software,failed,,2009-01-08,crunchbase
iTaggit,Curated Web|Intellectual Asset Management,Curated Web|Intellectual Asset Management,failed,,,crunchbase
ITango,Information Technology|SaaS|Services,Information Technology|SaaS|Services,failed,,,crunchbase
ITC Financial Services,Financial Services,Financial Services,failed,,,crunchbase
iTi Health,Health and Wellness,Health and Wellness,failed,,,crunchbase
"ITOG, Inc.",Networking|Opinions|Reviews and Recommendations|Social Network Media|Web Hosting,Networking|Opinions|Reviews and Recommendations|Social Network Media|Web Hosting,failed,,2006-09-19,crunchbase
itsDapper,Enterprise Software,Enterprise Software,failed,,2013-03-01,crunchbase
ItsGoinOn,Ediscovery|Entertainment|Games|Hospitality|Identity|Mobile|Music|Music Venues|Nightlife|Real Time|Social Media|Social Network Media,Ediscovery|Entertainment|Games|Hospitality|Identity|Mobile|Music|Music Venues|Nightlife|Real Time|Social Media|Social Network Media,failed,,2010-05-01,crunchbase
itzbig,Consulting|Employment|Search,Consulting|Employment|Search,failed,,2006-06-01,crunchbase
Iverify,Security|Service Providers,Security|Service Providers,failed,,2002-01-01,crunchbase
iVilka,Restaurants|Sales and Marketing|Software,Restaurants|Sales and Marketing|Software,failed,,2011-01-01,crunchbase
iVita,Financial Services|Intellectual Asset Management|Web Hosting,Financial Services|Intellectual Asset Management|Web Hosting,failed,,,crunchbase
iWeebo,Browser Extensions|Curated Web|E-Commerce|Retail|Shopping|Social Buying|Social Media|Telecommunications,Browser Extensions|Curated Web|E-Commerce|Retail|Shopping|Social Buying|Social Media|Telecommunications,failed,,2011-07-01,crunchbase
IWT,Photography,Photography,failed,,2008-01-01,crunchbase
iZ3D,Hardware + Software,Hardware + Software,failed,,2007-01-01,crunchbase
IZZE Beverage,Consumer Goods,Consumer Goods,failed,,2002-01-01,crunchbase
J&J Solutions,Biotechnology,Biotechnology,failed,,2008-01-01,crunchbase
Jack's Family Restaurants,Restaurants,Restaurants,failed,,,crunchbase
JackPot Rewards,Curated Web|Gambling,Curated Web|Gambling,failed,,2008-01-01,crunchbase
JacobAd Pte. Ltd.,Coupons|Curated Web|Lifestyle|Loyalty Programs|Online Shopping|Travel,Coupons|Curated Web|Lifestyle|Loyalty Programs|Online Shopping|Travel,failed,,,crunchbase
Jamglue,Communities|Music|Musicians,Communities|Music|Musicians,failed,,2006-05-01,crunchbase
JavaJobs,Enterprises|Software,Enterprises|Software,failed,,1997-01-01,crunchbase
JellyCloud,Advertising|Analytics,Advertising|Analytics,failed,,,crunchbase
JeNaCell,Nanotechnology,Nanotechnology,failed,,2012-01-01,crunchbase
JesterDigital,Application Platforms|Development Platforms|Virtual Worlds,Application Platforms|Development Platforms|Virtual Worlds,failed,,,crunchbase
Jetaport,Online Travel|Travel,Online Travel|Travel,failed,,2012-06-01,crunchbase
JiGuo.com,E-Commerce|Wearables,E-Commerce|Wearables,failed,,2014-09-01,crunchbase
JinggaMall.com,E-Commerce|Online Shopping,E-Commerce|Online Shopping,failed,,2012-11-10,crunchbase
Jini,Android|Big Data|Mobile|Sensors,Android|Big Data|Mobile|Sensors,failed,,2011-01-01,crunchbase
JinkoSolar Holding,Clean Technology,Clean Technology,failed,,2006-01-01,crunchbase
Jinsheng Group,Real Estate,Real Estate,failed,,,crunchbase
Jiwu 吉屋网,Real Estate,Real Estate,failed,,2014-04-14,crunchbase
JobCast.io,Portals|Recruiting|Social Recruiting,Portals|Recruiting|Social Recruiting,failed,,2015-08-01,crunchbase
Jobrivet,Employment|Human Resources|Portals|Services,Employment|Human Resources|Portals|Services,failed,,2013-11-01,crunchbase
Jobs Made Easy,Construction|Real Estate,Construction|Real Estate,failed,,2015-05-28,crunchbase
JobsCrush,Employment|Services|Social Media,Employment|Services|Social Media,failed,,2014-11-30,crunchbase
JobSyndicate,Consulting|Recruiting,Consulting|Recruiting,failed,,,crunchbase
Jobulous,Career Management|Consulting|Employment|Human Resources|Office Space,Career Management|Consulting|Employment|Human Resources|Office Space,failed,,2008-07-10,crunchbase
Jobzle,All Students|Career Management|College Campuses|Colleges|Employment|Human Resources,All Students|Career Management|College Campuses|Colleges|Employment|Human Resources,failed,,2010-06-01,crunchbase
Jodange,Curated Web,Curated Web,failed,,2007-01-01,crunchbase
Jodel,Social + Mobile + Local,Social + Mobile + Local,failed,,2014-08-01,crunchbase
Johtela Company,Games|Web Development,Games|Web Development,failed,,2013-04-01,crunchbase
Join The Company,Curated Web,Curated Web,failed,,2010-01-01,crunchbase
Jones Stephens,Manufacturing,Manufacturing,failed,,1993-01-01,crunchbase
Jooce,Curated Web|WebOS,Curated Web|WebOS,failed,,,crunchbase
Joongel,Browser Extensions|Search,Browser Extensions|Search,failed,,2007-01-01,crunchbase
Jotky,Media|Social Media,Media|Social Media,failed,,2010-10-10,crunchbase
Jotvine.com,Social Media,Social Media,failed,,2011-03-11,crunchbase
EVERFANS,File Sharing|Mobile,File Sharing|Mobile,failed,,2012-10-01,crunchbase
Jounce,Enterprise Software,Enterprise Software,failed,,2009-11-13,crunchbase
Journey,Travel & Tourism,Travel & Tourism,failed,,,crunchbase
Journeys,Curated Web|Travel|Virtual Worlds,Curated Web|Travel|Virtual Worlds,failed,,2007-05-01,crunchbase
Joylux,Consumer Electronics|Health and Wellness|Therapeutics,Consumer Electronics|Health and Wellness|Therapeutics,failed,,,crunchbase
JOYRIDE Auto Community,Automotive|Social Commerce|Social Media|Social Network Media,Automotive|Social Commerce|Social Media|Social Network Media,failed,,2009-10-30,crunchbase
Jubilater Interactive Media,Curated Web,Curated Web,failed,,2010-12-01,crunchbase
JUCEBOX Limited,Internet of Things|Services,Internet of Things|Services,failed,,2014-04-01,crunchbase
Juice In The City,Curated Web|Parenting,Curated Web|Parenting,failed,,2010-01-01,crunchbase
Juicero,Service Providers|Startups,Service Providers|Startups,failed,,,crunchbase
Julius Finance,Finance|Services|Startups,Finance|Services|Startups,failed,,,crunchbase
Jumo,Charity|Humanitarian|Social Media|Social Network Media,Charity|Humanitarian|Social Media|Social Network Media,failed,,2010-02-01,crunchbase
JumpTheClub,Apps|Augmented Reality|Mobile|Music|Nightlife|Software|Startups,Apps|Augmented Reality|Mobile|Music|Nightlife|Software|Startups,failed,,2010-07-01,crunchbase
Junkbot Inc,Assisitive Technology|DIY|Education|Hardware + Software|Information Technology|Robotics,Assisitive Technology|DIY|Education|Hardware + Software|Information Technology|Robotics,failed,,2014-09-18,crunchbase
Jurispect,Analytics|SaaS|Software,Analytics|SaaS|Software,failed,,2013-01-01,crunchbase
Jurny - The Core Values Matching Platform,B2B|Small and Medium Businesses,B2B|Small and Medium Businesses,failed,,2014-12-01,crunchbase
JUST,Clean Technology,Clean Technology,failed,,,crunchbase
Just around Us,Location Based Services|Music|Networking|Social Media|Sports,Location Based Services|Music|Networking|Social Media|Sports,failed,,2011-07-01,crunchbase
Just Dial,Local Search|Search,Local Search|Search,failed,,1997-11-14,crunchbase
Kada Systems,Mobile Devices,Mobile Devices,failed,,,crunchbase
Kadoink,Audio|Mobile|Music|SMS|Web Tools,Audio|Mobile|Music|SMS|Web Tools,failed,,,crunchbase
Kahub,News|Social Media,News|Social Media,failed,,2011-02-10,crunchbase
Kainoa,Internet|Mobile Devices|Services,Internet|Mobile Devices|Services,failed,,2015-07-10,crunchbase
Kaixindai,Consumer Lending|Financial Services|P2P Money Transfer,Consumer Lending|Financial Services|P2P Money Transfer,failed,,2011-01-01,crunchbase
KakKstati,Advertising|Optimization|Services,Advertising|Optimization|Services,failed,,,crunchbase
Kallikids,Kids|Parenting|Services,Kids|Parenting|Services,failed,,,crunchbase
Kango.com,Reviews and Recommendations|Services|Travel & Tourism,Reviews and Recommendations|Services|Travel & Tourism,failed,,,crunchbase
Kappa Prime,Collaboration|Curated Web|Life Sciences,Collaboration|Curated Web|Life Sciences,failed,,2008-02-01,crunchbase
Kardia Health Systems,Health Care|Information Technology|SaaS|Software,Health Care|Information Technology|SaaS|Software,failed,,2006-01-01,crunchbase
Karhoo,Apps|Maps|Mobile,Apps|Maps|Mobile,failed,,,crunchbase
Karo Internet,Online Gaming|Social Media|Social Network Media,Online Gaming|Social Media|Social Network Media,failed,,2007-04-01,crunchbase
Kashless,E-Commerce|Finance|Personal Finance|Recycling,E-Commerce|Finance|Personal Finance|Recycling,failed,,2008-09-01,crunchbase
Kasita,Architecture|Construction|Design,Architecture|Construction|Design,failed,,,crunchbase
Kaskado,Coupons|Mobile|Promotional,Coupons|Mobile|Promotional,failed,,2008-01-01,crunchbase
Katalyst Network,Entertainment|Games|Television,Entertainment|Games|Television,failed,,2000-01-01,crunchbase
Kazaana,Mobile|Networking|Social Media|Web Development,Mobile|Networking|Social Media|Web Development,failed,,2010-01-01,crunchbase
KB Labs,Curated Web|Facebook Applications|Finance|FinTech,Curated Web|Facebook Applications|Finance|FinTech,failed,,,crunchbase
KD Secure,Information Technology|Security|Software,Information Technology|Security|Software,failed,,2010-01-01,crunchbase
Keen High Technologies,Consumer Electronics|Design|Manufacturing,Consumer Electronics|Design|Manufacturing,failed,,,crunchbase
Keenko,Public Relations,Public Relations,failed,,,crunchbase
KeepFu,Curated Web,Curated Web,failed,,,crunchbase
Keepio,Curated Web|E-Commerce|Facebook Applications|Peer-to-Peer|Social Commerce|Twitter Applications,Curated Web|E-Commerce|Facebook Applications|Peer-to-Peer|Social Commerce|Twitter Applications,failed,,2010-02-01,crunchbase
Keepskor,Advertising|Games|Mobile|Social Media,Advertising|Games|Mobile|Social Media,failed,,2011-11-11,crunchbase
Keepy robot,Home Automation|Information Technology|Robotics,Home Automation|Information Technology|Robotics,failed,,2012-03-01,crunchbase
